,OBJECTID,Join_Count,TARGET_FID,Join_Count.1,TARGET_FID.1,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Mile2,GEO,Mile2_1,CA_tract,Differ_are,Differ_ran,rural,STATEFP 1,COUNTYFP 1,County,TRACTCE 1,GEOID 1,NAME 1,NAMELSAD 1,ALAND 1,AWATER 1,INTPTLAT 1,INTPTLON 1,Tract,urban_rura,POPULATION,DAC,CIscore,CIscoreP,Traffic_Pc,DAC_cat,MHI_2019_5,Avg_hshld_,HCD_Low_20,HCD_Modera,State_MHI_,State_MHI1,Income_Gro,Shape_Leng,x,y,GreaterRegion,DAC/LIC,DCFC,EV Network Clean
44,45,1,45,1,45,ELEC,Pacific View Mall,3295 E Main St,,Ventura,CA,93003,,805-642-5530,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,34.268,-119.2492,7/11/2023,21608,2024-01-31 22:07:01 UTC,P,,,5/30/2002,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,111,2700,6111002700,27,Census Tract 27,G5020,S,1764528,0,34.2706551,-119.2416995,0.68128758,6111002700,0.68128758,6111002700,1,1,0,6,111,Ventura County,2700,6111002700,27,Census Tract 27,1764529,0,34.2706551,-119.2416995,6111002700,Urban,4398,,0,0,0, ,"$78,115 ",2,"$72,300 ","$94,850 ",75235,103.83%,Middle,7225.336649,-119.2492,34.268,Los Angeles,0,0,Other
46,47,1,47,1,47,ELEC,Fair Oaks - Orangevale - Community Library,11601 Fair Oaks Blvd,,Fair Oaks,CA,95628,,916-264-2700,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.66292,-121.2634,8/15/2024,25491,2024-08-15 19:57:12 UTC,LG,,,6/1/2004,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,67,8008,6067008008,80.08,Census Tract 80.08,G5020,S,3028936,0,38.6584824,-121.2582305,1.16947817,6067008008,1.16947817,6067008008,1,2,0,6,67,Sacramento County,8008,6067008008,80.08,Census Tract 80.08,3028935,0,38.6584824,-121.2582305,6067008008,Urban,4832,,0,0,0, ,"$100,437 ",3,"$65,250 ","$98,350 ",75235,133.50%,High,7349.052978,-121.2634,38.66292,Sacramento,0,0,Other
48,49,1,49,1,49,ELEC,North Highlands Library,4235 Antelope Rd,,Antelope,CA,95843,,916-264-2920,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,38.7042,-121.365,1/10/2023,25497,2023-02-14 15:54:11 UTC,LG,,,8/1/2019,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,67,7427,6067007427,74.27,Census Tract 74.27,G5020,S,1971169,0,38.707515,-121.37028,0.76107315,6067007427,0.76107315,6067007427,1,1,0,6,67,Sacramento County,7427,6067007427,74.27,Census Tract 74.27,1971170,0,38.707515,-121.37028,6067007427,Urban,6738,,0,0,0, ,"$74,360 ",3,"$65,250 ","$98,350 ",75235,98.84%,Middle,8270.826525,-121.365,38.7042,Sacramento,0,0,Other
49,50,1,50,1,50,ELEC,University of California - Davis - Medical Center,4860 Y St,"Located in Parking Structure 2, at 49th St",Sacramento,CA,95817,,800-282-3284,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.552483,-121.4487,10/12/2023,25501,2024-01-31 22:07:01 UTC,P,,,11/1/2019,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,67,1702,6067001702,17.02,Census Tract 17.02,G5020,S,2344238,0,38.5533291,-121.4486404,0.90511325,6067001702,0.90511325,6067001702,0.99999999,2,0,6,67,Sacramento County,1700,6067001700,17,Census Tract 17,3525649,0,38.5519098,-121.4417291,6067001700,Urban,5513,,0,0,0, ,"$64,628 ",2,"$58,000 ","$87,450 ",75235,85.90%,Middle,10390.44193,-121.4487,38.552483,Sacramento,0,0,Other
50,51,1,51,1,51,ELEC,City of Sacramento - Belle Cooledge Library,5600 S Land Park Dr,Located towards South Land Park Drive,Sacramento,CA,95822,,916-264-2700,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.524403,-121.5112,1/10/2023,25502,2024-10-07 15:26:00 UTC,LG,,,2/11/2013,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,67,3300,6067003300,33,Census Tract 33,G5020,S,2377878,0,38.5289945,-121.5039421,0.91810284,6067003300,0.91810284,6067003300,0.99999997,2,0,6,67,Sacramento County,3300,6067003300,33,Census Tract 33,2377878,0,38.5289945,-121.5039421,6067003300,Urban,4548,,0,0,0, ,"$85,917 ",2,"$58,000 ","$87,450 ",75235,114.20%,Middle,6287.607521,-121.5112,38.524403,Sacramento,0,0,Other
51,52,1,52,1,52,ELEC,Mosquito Road Park and Ride,Mosquito Rd & Clay St,,Placerville,CA,95667,,530-642-5383,E,,Public,Lot business hours; overnight parking prohibited,,,,,,2,,,Non-Networked,,GPS,38.73323,-120.78962,5/3/2023,25507,2024-01-31 22:07:01 UTC,LG,,,5/30/2004,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,17,31100,6017031100,311,Census Tract 311,G5020,S,36774632,154216,38.7557046,-120.7656707,14.25830608,6017031100,14.25830608,6017031100,0.1481618,10,0,6,17,El Dorado County,31100,6017031100,311,Census Tract 311,36853418,154214,38.7557046,-120.7656707,6017031100,Rural,5326,,0,0,0, ,"$61,402 ",2,"$58,000 ","$87,450 ",75235,81.61%,Middle,39631.04392,-120.78962,38.73323,Sacramento,0,0,Other
52,53,1,53,1,53,ELEC,City of Vacaville - Cultural Center,1000 Ulatis Dr,,Vacaville,CA,95687,,707-449-5424,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,38.356027,-121.9628,7/11/2024,25511,2024-07-11 19:05:43 UTC,LG,,,6/15/2004,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,95,253105,6095253105,2531.05,Census Tract 2531.05,G5020,S,2472064,0,38.3539119,-121.9670998,0.95447022,6095253105,0.95447022,6095253105,0.99999999,2,0,6,95,Solano County,253105,6095253105,2531.05,Census Tract 2531.05,2481343,0,38.3539257,-121.9670747,6095253105,Urban,6584,,0,0,0, ,"$53,617 ",3,"$69,850 ","$107,250 ",75235,71.27%,Low,6445.991589,-121.9628,38.356027,San Francisco,1,0,Other
53,54,1,54,1,54,ELEC,Stars Recreation Center,155 Browns Valley Pkwy,,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,D,,,,,4,,,Non-Networked,,GPS,38.36557,-121.967,7/11/2024,25514,2024-07-11 19:05:43 UTC,LG,,,6/15/2004,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,95,253205,6095253205,2532.05,Census Tract 2532.05,G5020,S,2583619,3113,38.3724624,-121.9717511,0.99874078,6095253205,0.99874078,6095253205,1,2,0,6,95,Solano County,253205,6095253205,2532.05,Census Tract 2532.05,2603800,3408,38.3742672,-121.9716873,6095253205,Urban,2971,,0,0,0, ,"$73,636 ",3,"$69,850 ","$107,250 ",75235,97.87%,Middle,9045.876673,-121.967,38.36557,San Francisco,0,0,Other
54,55,1,55,1,55,ELEC,City of Vacaville - Regional Transport Center,190 Hickory Ln,,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.35172,-121.987,7/11/2024,25515,2024-07-11 19:05:43 UTC,LG,,,6/15/2004,,,,,J1772,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,95,253101,6095253101,2531.01,Census Tract 2531.01,G5020,S,6233022,0,38.3504671,-122.0064354,2.40658439,6095253101,2.40658439,6095253101,0.57131175,6,0,6,95,Solano County,253101,6095253101,2531.01,Census Tract 2531.01,6253671,0,38.3505073,-122.0063094,6095253101,Urban,5512,,0,0,0, ,"$84,457 ",3,"$69,850 ","$107,250 ",75235,112.26%,Middle,14778.94028,-121.987,38.35172,San Francisco,0,0,Other
55,56,1,56,1,56,ELEC,Office of Housing & Redevelopment,40 Eldridge Ave,At Morales Ct,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,38.356907,-122.001886,7/11/2024,25516,2024-07-11 19:05:43 UTC,LG,,,6/15/2004,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,95,253203,6095253203,2532.03,Census Tract 2532.03,G5020,S,1833889,0,38.3622131,-121.996768,0.70806803,6095253203,0.70806803,6095253203,1,2,0,6,95,Solano County,253203,6095253203,2532.03,Census Tract 2532.03,1839317,0,38.3622036,-121.9967931,6095253203,Urban,4123,,0,0,0, ,"$70,337 ",3,"$69,850 ","$107,250 ",75235,93.49%,Middle,6364.467933,-122.001886,38.356907,San Francisco,0,0,Other
56,57,1,57,1,57,ELEC,KUIC Radio - Parking Lot,500 Catherine St,At Davis St,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,1,,1 SP Inductive,Non-Networked,,GPS,38.355867,-121.9862,7/11/2024,25517,2024-07-11 19:05:43 UTC,LG,,,6/15/2004,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,95,253101,6095253101,2531.01,Census Tract 2531.01,G5020,S,6233022,0,38.3504671,-122.0064354,2.40658439,6095253101,2.40658439,6095253101,0.57131175,6,0,6,95,Solano County,253101,6095253101,2531.01,Census Tract 2531.01,6253671,0,38.3505073,-122.0063094,6095253101,Urban,5512,,0,0,0, ,"$84,457 ",3,"$69,850 ","$107,250 ",75235,112.26%,Middle,14778.94028,-121.9862,38.355867,San Francisco,0,0,Other
58,59,1,59,1,59,ELEC,Citrus Heights City Hall,6360 Fountain Square Dr,Stations at rear and entrance,Citrus Heights,CA,95621,,916-725-2448,E,,Public,24 hours daily,,,,,,4,,1 SP Inductive,Non-Networked,,GPS,38.682605,-121.297614,8/10/2022,25519,2023-02-14 15:54:11 UTC,LG,,,2/1/2016,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,67,8136,6067008136,81.36,Census Tract 81.36,G5020,S,1472049,0,38.6856204,-121.2953869,0.56836177,6067008136,0.56836177,6067008136,1,1,0,6,67,Sacramento County,8136,6067008136,81.36,Census Tract 81.36,1469997,0,38.6856089,-121.2953919,6067008136,Urban,2332,,0,0,0, ,"$57,212 ",2,"$58,000 ","$87,450 ",75235,76.04%,Low,5840.258871,-121.297614,38.682605,Sacramento,1,0,Other
60,61,1,61,1,61,ELEC,El Dorado County Government Center,2850 Fairlane Ct,Building C parking lot,Placerville,CA,95667,,530-621-5300,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,GPS,38.72799,-120.828,1/9/2024,25522,2024-01-31 22:07:01 UTC,LG,,,5/15/2004,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,17,31000,6017031000,310,Census Tract 310,G5020,S,26949795,0,38.7517824,-120.845416,10.40537585,6017031000,10.40537585,6017031000,0.31428161,8,0,6,17,El Dorado County,31000,6017031000,310,Census Tract 310,26947250,0,38.7517856,-120.8454169,6017031000,Rural,6284,,0,0,0, ,"$67,803 ",3,"$65,250 ","$98,350 ",75235,90.12%,Middle,30289.69779,-120.828,38.72799,Sacramento,0,0,Other
61,62,1,62,1,62,ELEC,El Dorado Transit Park & Ride,4640 Post St,,El Dorado Hills,CA,95762,,530-642-5383,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.6476,-121.067,1/9/2024,25523,2024-01-31 22:07:01 UTC,LG,,,5/1/2012,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,17,30711,6017030711,307.11,Census Tract 307.11,G5020,S,23002604,16853,38.6376446,-121.0300053,8.88787438,6017030711,8.88787438,6017030711,0.33672938,8,0,6,17,El Dorado County,30704,6017030704,307.04,Census Tract 307.04,143076019,16853,38.5829792,-120.9950293,6017030704,Rural,9602,,0,0,0, ,"$128,102 ",3,"$65,250 ","$98,350 ",75235,170.27%,High,60219.62443,-121.067,38.6476,Sacramento,0,0,Other
62,63,1,63,1,63,ELEC,CVS Pharmacy,8455 Auburn-Folsom Rd,At Douglas Blvd,Granite Bay,CA,95746,,916-791-1189,E,,Public,8am-10pm daily,,,,,,1,,,Non-Networked,,GPS,38.74453,-121.17,8/10/2023,25527,2024-01-31 22:07:01 UTC,P,,,6/15/1998,,,,,J1772,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,61,20601,6061020601,206.01,Census Tract 206.01,G5020,S,24900795,21025573,38.7673953,-121.1351476,17.73229991,6061020601,17.73229991,6061020601,0.18954383,10,0,6,61,Placer County,20601,6061020601,206.01,Census Tract 206.01,24921085,21186168,38.7673953,-121.1351476,6061020601,Rural,7675,,0,0,0, ,"$133,674 ",3,"$65,250 ","$98,350 ",75235,177.68%,High,42963.66981,-121.17,38.74453,Sacramento,0,0,Other
63,64,1,64,1,64,ELEC,Carmichael Library,5605 Marconi Ave,At La Vista,Carmichael,CA,95608,,916-264-2700  916-264-2920,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,38.618066,-121.334337,8/15/2024,25610,2024-08-15 19:57:12 UTC,P,,,7/15/2004,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,67,7701,6067007701,77.01,Census Tract 77.01,G5020,S,2453444,0,38.6172556,-121.3373165,0.94727889,6067007701,0.94727889,6067007701,1,2,0,6,67,Sacramento County,7701,6067007701,77.01,Census Tract 77.01,2453452,0,38.6172556,-121.3373166,6067007701,Urban,7016,,0,0,0, ,"$44,022 ",3,"$65,250 ","$98,350 ",75235,58.51%,Low,6262.512182,-121.334337,38.618066,Sacramento,1,0,Other
64,65,1,65,1,65,ELEC,Rio Vista City Hall,1 Main St,,Rio Vista,CA,94571,,707-374-6451,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,38.15485,-121.69,7/11/2024,27302,2024-07-11 19:05:43 UTC,LG,,,8/15/2006,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,95,253502,6095253502,2535.02,Census Tract 2535.02,G5020,S,209950826,11633503,38.1311499,-121.8217361,85.55420089,6095253502,85.55420089,6095253502,0.01847718,11,1,6,95,Solano County,253500,6095253500,2535,Census Tract 2535,577017727,28766458,38.2050259,-121.7715997,6095253500,Rural,10676,Disadvantaged Community,41.76418962,77.76096823,7.65,CalEnviroScreen 4.0 Top 25%,"$68,284 ",2,"$62,100 ","$95,300 ",75235,90.76%,Middle,121476.2053,-121.69,38.15485,San Francisco,1,0,Other
65,66,1,66,1,66,ELEC,Fairfield City Hall,1000 Webster St,,Fairfield,CA,94533,,707-428-7414,E,,Public,24 hours daily; 2 hour limit,,,,,,2,,,Non-Networked,,200-8,38.25281,-122.044229,8/15/2024,27328,2024-08-15 19:57:12 UTC,LG,,,8/27/2012,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,95,252501,6095252501,2525.01,Census Tract 2525.01,G5020,S,1116457,9143,38.2547036,-122.0412776,0.43459551,6095252501,0.43459551,6095252501,0.99999997,2,0,6,95,Solano County,252501,6095252501,2525.01,Census Tract 2525.01,1126767,9143,38.2547036,-122.0412776,6095252501,Urban,2816,,0,0,0, ,"$49,677 ",3,"$69,850 ","$107,250 ",75235,66.03%,Low,4706.547839,-122.044229,38.25281,San Francisco,1,0,Other
66,67,1,67,1,67,ELEC,Solano Community College,4000 Suisun Valley Rd,,Fairfield,CA,94534,,707-449-5424,E,,Public,24 hours daily,,,,,,3,,1 SP Inductive,Non-Networked,,GPS,38.23723,-122.123,7/11/2024,27329,2024-07-11 19:05:43 UTC,LG,,,7/15/2005,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,,FALSE,,6,95,252305,6095252305,2523.05,Census Tract 2523.05,G5020,S,45856555,2016548,38.2198735,-122.0935747,18.48391182,6095252305,18.48391182,6095252305,0.13296401,10,0,6,95,Solano County,252305,6095252305,2523.05,Census Tract 2523.05,45841074,2014198,38.2199882,-122.0937986,6095252305,Rural,5336,,0,0,0, ,"$105,542 ",3,"$69,850 ","$107,250 ",75235,140.28%,Middle,42410.28317,-122.123,38.23723,San Francisco,0,0,Other
68,69,1,69,1,69,ELEC,Los Angeles International Airport (LAX) - Lot 1,1 World Way,Central Terminal Area (CTA) - P1,Los Angeles,CA,90045,,310-646-2911,E,,Public,24 hours daily; pay lot,,,,,,20,,,Non-Networked,,GPS,33.944761,-118.399767,8/15/2024,28007,2024-08-15 19:57:12 UTC,LG,,,2/15/2011,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,$2 service fee + $0.45 per kWh,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,37,980028,6037980028,9800.28,Census Tract 9800.28,G5020,S,17299720,2387924,33.9423871,-118.4160617,7.60153642,6037980028,7.60153642,6037980028,0.88163443,3,0,6,37,Los Angeles County,980028,6037980028,9800.28,Census Tract 9800.28,17299747,2367417,33.9421429,-118.4173296,6037980028,Urban,0,Disadvantaged Community,0,0,84.075,"CalEnviroScreen 4.0 High Pollution Score, Low Population Count",,,,,75235,,,26157.47553,-118.399767,33.944761,Los Angeles,1,0,Other
69,70,1,70,1,70,ELEC,City of Ukiah - Public Parking Lot,N Oak St & W Standley St,Located in the City parking lot on the west side of N. Oak St. just south of W. Standley St.,Ukiah,CA,95482,,707-467-5711,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,39.15,-123.2091,6/12/2023,33544,2024-01-31 22:07:01 UTC,LG,,,11/30/2008,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,45,11600,6045011600,116,Census Tract 116,G5020,S,3824414,0,39.1357597,-123.202651,1.47661501,6045011600,1.47661501,6045011600,1,2,0,6,45,Mendocino County,11600,6045011600,116,Census Tract 116,3824414,0,39.1357597,-123.202651,6045011600,Urban,5488,,0,0,0, ,"$34,487 ",2,"$44,750 ","$67,900 ",75235,45.84%,Low,10497.64431,-123.2091,39.15,Northern Other,1,0,Other
70,71,1,71,1,71,ELEC,Nut Tree Village,1651 E Monte Vista Ave,,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,1,,1 SP Inductive,Non-Networked,,200-9,38.368755,-121.961192,7/11/2024,33545,2024-07-11 19:05:43 UTC,P,,,12/15/2008,,,,,J1772 NEMA515,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,,FALSE,,6,95,252904,6095252904,2529.04,Census Tract 2529.04,G5020,S,55693790,413805,38.4048427,-121.9313985,21.66325917,6095252904,21.66325917,6095252904,0.21097319,9,0,6,95,Solano County,252904,6095252904,2529.04,Census Tract 2529.04,55658966,392119,38.404429,-121.9311586,6095252904,Rural,7116,,0,0,0, ,"$100,484 ",3,"$69,850 ","$107,250 ",75235,133.56%,Middle,41576.62523,-121.961192,38.368755,San Francisco,0,0,Other
71,72,1,72,1,72,ELEC,4th and G Plaza Public Parking Garage,817 4th St,Entrance on 4th St,Davis,CA,95616,,530-753-7730,E,,Public,6am-2am daily,,,,,,2,,,Non-Networked,,GPS,38.54643,-121.7388,5/9/2024,33555,2024-05-09 20:32:20 UTC,P,,,12/1/2008,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,113,10701,6113010701,107.01,Census Tract 107.01,G5020,S,2068993,0,38.5512036,-121.7458161,0.79884267,6113010701,0.79884267,6113010701,1,1,0,6,113,Yolo County,10701,6113010701,107.01,Census Tract 107.01,2068994,0,38.5512036,-121.7458161,6113010701,Urban,5140,,0,0,0, ,"$50,798 ",2,"$59,200 ","$88,800 ",75235,67.52%,Low,6313.173668,-121.7388,38.54643,Sacramento,1,0,Other
72,73,1,73,1,73,ELEC,Davis Amtrak Station,840 2nd St,2nd & H St,Davis,CA,95616,,,E,,Public,24 hours daily,,,,,,2,,1 SP Inductive,Non-Networked,,GPS,38.5443,-121.738,1/10/2023,33556,2023-02-14 15:54:11 UTC,P,,,12/1/2008,,,,,J1772,US,,,,Public,,public,,,PAY_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,,FALSE,,6,113,10701,6113010701,107.01,Census Tract 107.01,G5020,S,2068993,0,38.5512036,-121.7458161,0.79884267,6113010701,0.79884267,6113010701,1,1,0,6,113,Yolo County,10701,6113010701,107.01,Census Tract 107.01,2068994,0,38.5512036,-121.7458161,6113010701,Urban,5140,,0,0,0, ,"$50,798 ",2,"$59,200 ","$88,800 ",75235,67.52%,Low,6313.173668,-121.738,38.5443,Sacramento,1,0,Other
73,74,1,74,1,74,ELEC,University of California - Davis - Quad Parking Structure,6 Howard Way,Quad Structure; Between Russell Blvd & North Quad,Davis,CA,95616,,530-752-8277,E,,Public,24 hours daily; pay lot; parking permit required; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,3,7,,,Non-Networked,,GPS,38.544538,-121.749713,1/10/2023,33557,2023-02-14 15:54:11 UTC,P,,,12/1/2008,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Parking fee,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,113,10501,6113010501,105.01,Census Tract 105.01,G5020,S,13594500,0,38.5369244,-121.7848197,5.24886924,6113010501,5.24886924,6113010501,0.29585208,9,0,6,113,Yolo County,10501,6113010501,105.01,Census Tract 105.01,13674641,0,38.5369622,-121.7849003,6113010501,Rural,8606,,0,0,0, ,"$25,236 ",3,"$66,600 ","$99,900 ",75235,33.54%,Low,19610.57461,-121.749713,38.544538,Sacramento,1,0,Other
75,76,1,76,1,76,ELEC,Wildhorse Golf Club,2323 Rockwell Dr,,Davis,CA,95618,,530-753-4900,E,,Public,24 hours daily; customer use only,,,,,,2,,,Non-Networked,,200-9,38.569412,-121.721373,5/3/2023,33559,2024-01-31 22:07:01 UTC,P,,,6/15/1998,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,113,10505,6113010505,105.05,Census Tract 105.05,G5020,S,136298933,1005494,38.6029781,-121.7398412,53.01286496,6113010505,53.01286496,6113010505,0.01940647,11,1,6,113,Yolo County,10505,6113010505,105.05,Census Tract 105.05,136663328,1022924,38.6029447,-121.7398199,6113010505,Rural,5047,,0,0,0, ,"$117,250 ",3,"$66,600 ","$99,900 ",75235,155.85%,High,70252.98439,-121.721373,38.569412,Sacramento,0,0,Other
76,77,1,77,1,77,ELEC,Lakewood Center Mall,4500 Silva St,Located near Nordstrom Rack,Lakewood,CA,90712,,562-531-6707,E,,Public,5am-10pm daily,,,,,,2,,,Non-Networked,,GPS,33.84788,-118.13889,5/3/2023,33564,2024-01-31 22:07:01 UTC,P,,,10/25/2012,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,37,570800,6037570800,5708,Census Tract 5708,G5020,S,2393579,705,33.8533032,-118.1353409,0.92443678,6037570800,0.92443678,6037570800,1,1,0,6,37,Los Angeles County,570800,6037570800,5708,Census Tract 5708,2392608,705,33.8533032,-118.1353409,6037570800,Urban,5300,,0,0,0, ,"$106,031 ",3,"$85,150 ","$86,400 ",75235,140.93%,High,6241.789436,-118.13889,33.84788,Los Angeles,0,0,Other
77,78,1,78,1,78,ELEC,Golden Gate Ferry Terminal,101 E Sir Francis Drake Blvd,,Larkspur,CA,94939,,415-925-5570,E,,Public,24 hours daily; pay lot,,,,,,1,,,Non-Networked,,GPS,37.94495,-122.5096,5/3/2023,33690,2024-01-31 22:07:01 UTC,P,,,12/31/2008,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,41,121200,6041121200,1212,Census Tract 1212,G5020,S,6087275,3768436,37.9424206,-122.4988472,3.80531145,6041121200,3.80531145,6041121200,0.65148742,5,0,6,41,Marin County,121200,6041121200,1212,Census Tract 1212,6606611,3766076,37.9402451,-122.4958083,6041121200,Urban,6414,,0,0,0, ,"$145,000 ",2,"$117,100 ","$143,600 ",75235,192.73%,High,20598.90024,-122.5096,37.94495,San Francisco,0,0,Other
