,Unnamed: 0.1,Unnamed: 0,OBJECTID,Join_Count,TARGET_FID,Join_Count.1,TARGET_FID.1,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Mile2,GEO,Mile2_1,CA_tract,Differ_are,Differ_ran,rural,STATEFP 1,COUNTYFP 1,County,TRACTCE 1,GEOID 1,NAME 1,NAMELSAD 1,ALAND 1,AWATER 1,INTPTLAT 1,INTPTLON 1,Tract,urban_rura,POPULATION,DAC,CIscore,CIscoreP,Traffic_Pc,DAC_cat,MHI_2019_5,Avg_hshld_,HCD_Low_20,HCD_Modera,State_MHI_,State_MHI1,Income_Gro,Shape_Leng,x,y,GreaterRegion,DAC/LIC,DCFC,EV Network Clean,nacs
22,22,44,45,1,45,1,45,ELEC,Pacific View Mall,3295 E Main St,,Ventura,CA,93003,,805-642-5530,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,34.268,-119.2492,7/11/2023,21608,2024-01-31 22:07:01 UTC,P,,,5/30/2002,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,111.0,2700.0,6111002700.0,27.0,Census Tract 27,G5020,S,1764528.0,0.0,34.2706551,-119.2416995,0.68128758,6111002700.0,0.68128758,6111002700.0,1.0,1.0,0.0,6.0,111.0,Ventura County,2700.0,6111002700.0,27.0,Census Tract 27,1764529.0,0.0,34.2706551,-119.2416995,6111002700.0,Urban,4398.0,,0.0,0.0,0.0, ,"$78,115 ",2.0,"$72,300 ","$94,850 ",75235.0,103.83%,Middle,7225.336649,-119.2492,34.268,Los Angeles,0,0,Other,False
23,23,46,47,1,47,1,47,ELEC,Fair Oaks - Orangevale - Community Library,11601 Fair Oaks Blvd,,Fair Oaks,CA,95628,,916-264-2700,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.66292,-121.2634,8/15/2024,25491,2024-08-15 19:57:12 UTC,LG,,,6/1/2004,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,67.0,8008.0,6067008008.0,80.08,Census Tract 80.08,G5020,S,3028936.0,0.0,38.6584824,-121.2582305,1.16947817,6067008008.0,1.16947817,6067008008.0,1.0,2.0,0.0,6.0,67.0,Sacramento County,8008.0,6067008008.0,80.08,Census Tract 80.08,3028935.0,0.0,38.6584824,-121.2582305,6067008008.0,Urban,4832.0,,0.0,0.0,0.0, ,"$100,437 ",3.0,"$65,250 ","$98,350 ",75235.0,133.50%,High,7349.052978,-121.2634,38.66292,Sacramento,0,0,Other,False
24,24,49,50,1,50,1,50,ELEC,University of California - Davis - Medical Center,4860 Y St,"Located in Parking Structure 2, at 49th St",Sacramento,CA,95817,,800-282-3284,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.552483,-121.4487,10/12/2023,25501,2024-01-31 22:07:01 UTC,P,,,11/1/2019,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,6.0,67.0,1702.0,6067001702.0,17.02,Census Tract 17.02,G5020,S,2344238.0,0.0,38.5533291,-121.4486404,0.90511325,6067001702.0,0.90511325,6067001702.0,0.99999999,2.0,0.0,6.0,67.0,Sacramento County,1700.0,6067001700.0,17.0,Census Tract 17,3525649.0,0.0,38.5519098,-121.4417291,6067001700.0,Urban,5513.0,,0.0,0.0,0.0, ,"$64,628 ",2.0,"$58,000 ","$87,450 ",75235.0,85.90%,Middle,10390.44193,-121.4487,38.552483,Sacramento,0,0,Other,False
25,25,50,51,1,51,1,51,ELEC,City of Sacramento - Belle Cooledge Library,5600 S Land Park Dr,Located towards South Land Park Drive,Sacramento,CA,95822,,916-264-2700,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.524403,-121.5112,1/10/2023,25502,2024-10-07 15:26:00 UTC,LG,,,2/11/2013,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,67.0,3300.0,6067003300.0,33.0,Census Tract 33,G5020,S,2377878.0,0.0,38.5289945,-121.5039421,0.91810284,6067003300.0,0.91810284,6067003300.0,0.99999997,2.0,0.0,6.0,67.0,Sacramento County,3300.0,6067003300.0,33.0,Census Tract 33,2377878.0,0.0,38.5289945,-121.5039421,6067003300.0,Urban,4548.0,,0.0,0.0,0.0, ,"$85,917 ",2.0,"$58,000 ","$87,450 ",75235.0,114.20%,Middle,6287.607521,-121.5112,38.524403,Sacramento,0,0,Other,False
26,26,51,52,1,52,1,52,ELEC,Mosquito Road Park and Ride,Mosquito Rd & Clay St,,Placerville,CA,95667,,530-642-5383,E,,Public,Lot business hours; overnight parking prohibited,,,,,,2.0,,,Non-Networked,,GPS,38.73323,-120.78962,5/3/2023,25507,2024-01-31 22:07:01 UTC,LG,,,5/30/2004,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,17.0,31100.0,6017031100.0,311.0,Census Tract 311,G5020,S,36774632.0,154216.0,38.7557046,-120.7656707,14.25830608,6017031100.0,14.25830608,6017031100.0,0.1481618,10.0,0.0,6.0,17.0,El Dorado County,31100.0,6017031100.0,311.0,Census Tract 311,36853418.0,154214.0,38.7557046,-120.7656707,6017031100.0,Rural,5326.0,,0.0,0.0,0.0, ,"$61,402 ",2.0,"$58,000 ","$87,450 ",75235.0,81.61%,Middle,39631.04392,-120.78962,38.73323,Sacramento,0,0,Other,False
27,27,53,54,1,54,1,54,ELEC,Stars Recreation Center,155 Browns Valley Pkwy,,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,D,,,,,4.0,,,Non-Networked,,GPS,38.36557,-121.967,7/11/2024,25514,2024-07-11 19:05:43 UTC,LG,,,6/15/2004,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,95.0,253205.0,6095253205.0,2532.05,Census Tract 2532.05,G5020,S,2583619.0,3113.0,38.3724624,-121.9717511,0.99874078,6095253205.0,0.99874078,6095253205.0,1.0,2.0,0.0,6.0,95.0,Solano County,253205.0,6095253205.0,2532.05,Census Tract 2532.05,2603800.0,3408.0,38.3742672,-121.9716873,6095253205.0,Urban,2971.0,,0.0,0.0,0.0, ,"$73,636 ",3.0,"$69,850 ","$107,250 ",75235.0,97.87%,Middle,9045.876673,-121.967,38.36557,San Francisco,0,0,Other,False
28,28,54,55,1,55,1,55,ELEC,City of Vacaville - Regional Transport Center,190 Hickory Ln,,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.35172,-121.987,7/11/2024,25515,2024-07-11 19:05:43 UTC,LG,,,6/15/2004,,,,,J1772,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,95.0,253101.0,6095253101.0,2531.01,Census Tract 2531.01,G5020,S,6233022.0,0.0,38.3504671,-122.0064354,2.40658439,6095253101.0,2.40658439,6095253101.0,0.57131175,6.0,0.0,6.0,95.0,Solano County,253101.0,6095253101.0,2531.01,Census Tract 2531.01,6253671.0,0.0,38.3505073,-122.0063094,6095253101.0,Urban,5512.0,,0.0,0.0,0.0, ,"$84,457 ",3.0,"$69,850 ","$107,250 ",75235.0,112.26%,Middle,14778.94028,-121.987,38.35172,San Francisco,0,0,Other,False
29,29,55,56,1,56,1,56,ELEC,Office of Housing & Redevelopment,40 Eldridge Ave,At Morales Ct,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-9,38.356907,-122.001886,7/11/2024,25516,2024-07-11 19:05:43 UTC,LG,,,6/15/2004,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,95.0,253203.0,6095253203.0,2532.03,Census Tract 2532.03,G5020,S,1833889.0,0.0,38.3622131,-121.996768,0.70806803,6095253203.0,0.70806803,6095253203.0,1.0,2.0,0.0,6.0,95.0,Solano County,253203.0,6095253203.0,2532.03,Census Tract 2532.03,1839317.0,0.0,38.3622036,-121.9967931,6095253203.0,Urban,4123.0,,0.0,0.0,0.0, ,"$70,337 ",3.0,"$69,850 ","$107,250 ",75235.0,93.49%,Middle,6364.467933,-122.001886,38.356907,San Francisco,0,0,Other,False
30,30,56,57,1,57,1,57,ELEC,KUIC Radio - Parking Lot,500 Catherine St,At Davis St,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,1.0,,1 SP Inductive,Non-Networked,,GPS,38.355867,-121.9862,7/11/2024,25517,2024-07-11 19:05:43 UTC,LG,,,6/15/2004,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,95.0,253101.0,6095253101.0,2531.01,Census Tract 2531.01,G5020,S,6233022.0,0.0,38.3504671,-122.0064354,2.40658439,6095253101.0,2.40658439,6095253101.0,0.57131175,6.0,0.0,6.0,95.0,Solano County,253101.0,6095253101.0,2531.01,Census Tract 2531.01,6253671.0,0.0,38.3505073,-122.0063094,6095253101.0,Urban,5512.0,,0.0,0.0,0.0, ,"$84,457 ",3.0,"$69,850 ","$107,250 ",75235.0,112.26%,Middle,14778.94028,-121.9862,38.355867,San Francisco,0,0,Other,False
31,31,60,61,1,61,1,61,ELEC,El Dorado County Government Center,2850 Fairlane Ct,Building C parking lot,Placerville,CA,95667,,530-621-5300,E,,Public,24 hours daily,,,,,,3.0,,,Non-Networked,,GPS,38.72799,-120.828,1/9/2024,25522,2024-01-31 22:07:01 UTC,LG,,,5/15/2004,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,17.0,31000.0,6017031000.0,310.0,Census Tract 310,G5020,S,26949795.0,0.0,38.7517824,-120.845416,10.40537585,6017031000.0,10.40537585,6017031000.0,0.31428161,8.0,0.0,6.0,17.0,El Dorado County,31000.0,6017031000.0,310.0,Census Tract 310,26947250.0,0.0,38.7517856,-120.8454169,6017031000.0,Rural,6284.0,,0.0,0.0,0.0, ,"$67,803 ",3.0,"$65,250 ","$98,350 ",75235.0,90.12%,Middle,30289.69779,-120.828,38.72799,Sacramento,0,0,Other,False
32,32,61,62,1,62,1,62,ELEC,El Dorado Transit Park & Ride,4640 Post St,,El Dorado Hills,CA,95762,,530-642-5383,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.6476,-121.067,1/9/2024,25523,2024-01-31 22:07:01 UTC,LG,,,5/1/2012,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,17.0,30711.0,6017030711.0,307.11,Census Tract 307.11,G5020,S,23002604.0,16853.0,38.6376446,-121.0300053,8.88787438,6017030711.0,8.88787438,6017030711.0,0.33672938,8.0,0.0,6.0,17.0,El Dorado County,30704.0,6017030704.0,307.04,Census Tract 307.04,143076019.0,16853.0,38.5829792,-120.9950293,6017030704.0,Rural,9602.0,,0.0,0.0,0.0, ,"$128,102 ",3.0,"$65,250 ","$98,350 ",75235.0,170.27%,High,60219.62443,-121.067,38.6476,Sacramento,0,0,Other,False
33,33,62,63,1,63,1,63,ELEC,CVS Pharmacy,8455 Auburn-Folsom Rd,At Douglas Blvd,Granite Bay,CA,95746,,916-791-1189,E,,Public,8am-10pm daily,,,,,,1.0,,,Non-Networked,,GPS,38.74453,-121.17,8/10/2023,25527,2024-01-31 22:07:01 UTC,P,,,6/15/1998,,,,,J1772,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,61.0,20601.0,6061020601.0,206.01,Census Tract 206.01,G5020,S,24900795.0,21025573.0,38.7673953,-121.1351476,17.73229991,6061020601.0,17.73229991,6061020601.0,0.18954383,10.0,0.0,6.0,61.0,Placer County,20601.0,6061020601.0,206.01,Census Tract 206.01,24921085.0,21186168.0,38.7673953,-121.1351476,6061020601.0,Rural,7675.0,,0.0,0.0,0.0, ,"$133,674 ",3.0,"$65,250 ","$98,350 ",75235.0,177.68%,High,42963.66981,-121.17,38.74453,Sacramento,0,0,Other,False
34,34,63,64,1,64,1,64,ELEC,Carmichael Library,5605 Marconi Ave,At La Vista,Carmichael,CA,95608,,916-264-2700  916-264-2920,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,38.618066,-121.334337,8/15/2024,25610,2024-08-15 19:57:12 UTC,P,,,7/15/2004,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,67.0,7701.0,6067007701.0,77.01,Census Tract 77.01,G5020,S,2453444.0,0.0,38.6172556,-121.3373165,0.94727889,6067007701.0,0.94727889,6067007701.0,1.0,2.0,0.0,6.0,67.0,Sacramento County,7701.0,6067007701.0,77.01,Census Tract 77.01,2453452.0,0.0,38.6172556,-121.3373166,6067007701.0,Urban,7016.0,,0.0,0.0,0.0, ,"$44,022 ",3.0,"$65,250 ","$98,350 ",75235.0,58.51%,Low,6262.512182,-121.334337,38.618066,Sacramento,1,0,Other,False
35,35,64,65,1,65,1,65,ELEC,Rio Vista City Hall,1 Main St,,Rio Vista,CA,94571,,707-374-6451,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,38.15485,-121.69,7/11/2024,27302,2024-07-11 19:05:43 UTC,LG,,,8/15/2006,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,95.0,253502.0,6095253502.0,2535.02,Census Tract 2535.02,G5020,S,209950826.0,11633503.0,38.1311499,-121.8217361,85.55420089,6095253502.0,85.55420089,6095253502.0,0.01847718,11.0,1.0,6.0,95.0,Solano County,253500.0,6095253500.0,2535.0,Census Tract 2535,577017727.0,28766458.0,38.2050259,-121.7715997,6095253500.0,Rural,10676.0,Disadvantaged Community,41.76418962,77.76096823,7.65,CalEnviroScreen 4.0 Top 25%,"$68,284 ",2.0,"$62,100 ","$95,300 ",75235.0,90.76%,Middle,121476.2053,-121.69,38.15485,San Francisco,1,0,Other,False
36,36,66,67,1,67,1,67,ELEC,Solano Community College,4000 Suisun Valley Rd,,Fairfield,CA,94534,,707-449-5424,E,,Public,24 hours daily,,,,,,3.0,,1 SP Inductive,Non-Networked,,GPS,38.23723,-122.123,7/11/2024,27329,2024-07-11 19:05:43 UTC,LG,,,7/15/2005,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,6.0,95.0,252305.0,6095252305.0,2523.05,Census Tract 2523.05,G5020,S,45856555.0,2016548.0,38.2198735,-122.0935747,18.48391182,6095252305.0,18.48391182,6095252305.0,0.13296401,10.0,0.0,6.0,95.0,Solano County,252305.0,6095252305.0,2523.05,Census Tract 2523.05,45841074.0,2014198.0,38.2199882,-122.0937986,6095252305.0,Rural,5336.0,,0.0,0.0,0.0, ,"$105,542 ",3.0,"$69,850 ","$107,250 ",75235.0,140.28%,Middle,42410.28317,-122.123,38.23723,San Francisco,0,0,Other,False
37,37,68,69,1,69,1,69,ELEC,Los Angeles International Airport (LAX) - Lot 1,1 World Way,Central Terminal Area (CTA) - P1,Los Angeles,CA,90045,,310-646-2911,E,,Public,24 hours daily; pay lot,,,,,,20.0,,,Non-Networked,,GPS,33.944761,-118.399767,8/15/2024,28007,2024-08-15 19:57:12 UTC,LG,,,2/15/2011,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,$2 service fee + $0.45 per kWh,,,,,,,,,,False,,,,,,,,LD,False,,6.0,37.0,980028.0,6037980028.0,9800.28,Census Tract 9800.28,G5020,S,17299720.0,2387924.0,33.9423871,-118.4160617,7.60153642,6037980028.0,7.60153642,6037980028.0,0.88163443,3.0,0.0,6.0,37.0,Los Angeles County,980028.0,6037980028.0,9800.28,Census Tract 9800.28,17299747.0,2367417.0,33.9421429,-118.4173296,6037980028.0,Urban,0.0,Disadvantaged Community,0.0,0.0,84.075,"CalEnviroScreen 4.0 High Pollution Score, Low Population Count",,,,,75235.0,,,26157.47553,-118.399767,33.944761,Los Angeles,1,0,Other,False
38,38,69,70,1,70,1,70,ELEC,City of Ukiah - Public Parking Lot,N Oak St & W Standley St,Located in the City parking lot on the west side of N. Oak St. just south of W. Standley St.,Ukiah,CA,95482,,707-467-5711,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,39.15,-123.2091,6/12/2023,33544,2024-01-31 22:07:01 UTC,LG,,,11/30/2008,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,45.0,11600.0,6045011600.0,116.0,Census Tract 116,G5020,S,3824414.0,0.0,39.1357597,-123.202651,1.47661501,6045011600.0,1.47661501,6045011600.0,1.0,2.0,0.0,6.0,45.0,Mendocino County,11600.0,6045011600.0,116.0,Census Tract 116,3824414.0,0.0,39.1357597,-123.202651,6045011600.0,Urban,5488.0,,0.0,0.0,0.0, ,"$34,487 ",2.0,"$44,750 ","$67,900 ",75235.0,45.84%,Low,10497.64431,-123.2091,39.15,Northern Other,1,0,Other,False
39,39,70,71,1,71,1,71,ELEC,Nut Tree Village,1651 E Monte Vista Ave,,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,1.0,,1 SP Inductive,Non-Networked,,200-9,38.368755,-121.961192,7/11/2024,33545,2024-07-11 19:05:43 UTC,P,,,12/15/2008,,,,,J1772 NEMA515,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,6.0,95.0,252904.0,6095252904.0,2529.04,Census Tract 2529.04,G5020,S,55693790.0,413805.0,38.4048427,-121.9313985,21.66325917,6095252904.0,21.66325917,6095252904.0,0.21097319,9.0,0.0,6.0,95.0,Solano County,252904.0,6095252904.0,2529.04,Census Tract 2529.04,55658966.0,392119.0,38.404429,-121.9311586,6095252904.0,Rural,7116.0,,0.0,0.0,0.0, ,"$100,484 ",3.0,"$69,850 ","$107,250 ",75235.0,133.56%,Middle,41576.62523,-121.961192,38.368755,San Francisco,0,0,Other,False
40,40,71,72,1,72,1,72,ELEC,4th and G Plaza Public Parking Garage,817 4th St,Entrance on 4th St,Davis,CA,95616,,530-753-7730,E,,Public,6am-2am daily,,,,,,2.0,,,Non-Networked,,GPS,38.54643,-121.7388,5/9/2024,33555,2024-05-09 20:32:20 UTC,P,,,12/1/2008,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,113.0,10701.0,6113010701.0,107.01,Census Tract 107.01,G5020,S,2068993.0,0.0,38.5512036,-121.7458161,0.79884267,6113010701.0,0.79884267,6113010701.0,1.0,1.0,0.0,6.0,113.0,Yolo County,10701.0,6113010701.0,107.01,Census Tract 107.01,2068994.0,0.0,38.5512036,-121.7458161,6113010701.0,Urban,5140.0,,0.0,0.0,0.0, ,"$50,798 ",2.0,"$59,200 ","$88,800 ",75235.0,67.52%,Low,6313.173668,-121.7388,38.54643,Sacramento,1,0,Other,False
41,41,72,73,1,73,1,73,ELEC,Davis Amtrak Station,840 2nd St,2nd & H St,Davis,CA,95616,,,E,,Public,24 hours daily,,,,,,2.0,,1 SP Inductive,Non-Networked,,GPS,38.5443,-121.738,1/10/2023,33556,2023-02-14 15:54:11 UTC,P,,,12/1/2008,,,,,J1772,US,,,,Public,,public,,,PAY_LOT,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,6.0,113.0,10701.0,6113010701.0,107.01,Census Tract 107.01,G5020,S,2068993.0,0.0,38.5512036,-121.7458161,0.79884267,6113010701.0,0.79884267,6113010701.0,1.0,1.0,0.0,6.0,113.0,Yolo County,10701.0,6113010701.0,107.01,Census Tract 107.01,2068994.0,0.0,38.5512036,-121.7458161,6113010701.0,Urban,5140.0,,0.0,0.0,0.0, ,"$50,798 ",2.0,"$59,200 ","$88,800 ",75235.0,67.52%,Low,6313.173668,-121.738,38.5443,Sacramento,1,0,Other,False
42,42,75,76,1,76,1,76,ELEC,Wildhorse Golf Club,2323 Rockwell Dr,,Davis,CA,95618,,530-753-4900,E,,Public,24 hours daily; customer use only,,,,,,2.0,,,Non-Networked,,200-9,38.569412,-121.721373,5/3/2023,33559,2024-01-31 22:07:01 UTC,P,,,6/15/1998,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,6.0,113.0,10505.0,6113010505.0,105.05,Census Tract 105.05,G5020,S,136298933.0,1005494.0,38.6029781,-121.7398412,53.01286496,6113010505.0,53.01286496,6113010505.0,0.01940647,11.0,1.0,6.0,113.0,Yolo County,10505.0,6113010505.0,105.05,Census Tract 105.05,136663328.0,1022924.0,38.6029447,-121.7398199,6113010505.0,Rural,5047.0,,0.0,0.0,0.0, ,"$117,250 ",3.0,"$66,600 ","$99,900 ",75235.0,155.85%,High,70252.98439,-121.721373,38.569412,Sacramento,0,0,Other,False
43,43,76,77,1,77,1,77,ELEC,Lakewood Center Mall,4500 Silva St,Located near Nordstrom Rack,Lakewood,CA,90712,,562-531-6707,E,,Public,5am-10pm daily,,,,,,2.0,,,Non-Networked,,GPS,33.84788,-118.13889,5/3/2023,33564,2024-01-31 22:07:01 UTC,P,,,10/25/2012,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,37.0,570800.0,6037570800.0,5708.0,Census Tract 5708,G5020,S,2393579.0,705.0,33.8533032,-118.1353409,0.92443678,6037570800.0,0.92443678,6037570800.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,570800.0,6037570800.0,5708.0,Census Tract 5708,2392608.0,705.0,33.8533032,-118.1353409,6037570800.0,Urban,5300.0,,0.0,0.0,0.0, ,"$106,031 ",3.0,"$85,150 ","$86,400 ",75235.0,140.93%,High,6241.789436,-118.13889,33.84788,Los Angeles,0,0,Other,False
44,44,77,78,1,78,1,78,ELEC,Golden Gate Ferry Terminal,101 E Sir Francis Drake Blvd,,Larkspur,CA,94939,,415-925-5570,E,,Public,24 hours daily; pay lot,,,,,,1.0,,,Non-Networked,,GPS,37.94495,-122.5096,5/3/2023,33690,2024-01-31 22:07:01 UTC,P,,,12/31/2008,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,41.0,121200.0,6041121200.0,1212.0,Census Tract 1212,G5020,S,6087275.0,3768436.0,37.9424206,-122.4988472,3.80531145,6041121200.0,3.80531145,6041121200.0,0.65148742,5.0,0.0,6.0,41.0,Marin County,121200.0,6041121200.0,1212.0,Census Tract 1212,6606611.0,3766076.0,37.9402451,-122.4958083,6041121200.0,Urban,6414.0,,0.0,0.0,0.0, ,"$145,000 ",2.0,"$117,100 ","$143,600 ",75235.0,192.73%,High,20598.90024,-122.5096,37.94495,San Francisco,0,0,Other,False
45,45,78,79,1,79,1,79,ELEC,Oakland International Airport - Daily Lot,1 Airport Dr,"Enter Daily Parking Lot.  Section L6, behind Parking Management Office.",Oakland,CA,94621,,510-563-3361,E,,Public,24 hours daily; pay lot,,,,,,4.0,,,Non-Networked,,GPS,37.7136,-122.2087,6/12/2023,33695,2024-01-31 22:07:01 UTC,LG,,,12/20/2012,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,1.0,409000.0,6001409000.0,4090.0,Census Tract 4090,G5020,S,16913353.0,4389442.0,37.7299594,-122.2164979,8.22513114,6001409000.0,8.22513114,6001409000.0,0.87601642,3.0,0.0,6.0,1.0,Alameda County,409000.0,6001409000.0,4090.0,Census Tract 4090,16927915.0,4382424.0,37.7296943,-122.2161623,6001409000.0,Urban,4687.0,Disadvantaged Community,63.17258084,97.17599597,82.275,CalEnviroScreen 4.0 Top 25%,"$47,426 ",4.0,"$109,600 ","$150,700 ",75235.0,63.04%,Low,26490.74866,-122.2087,37.7136,San Francisco,1,0,Other,False
46,46,80,81,1,81,1,81,ELEC,Home Depot,1551 Froom Ranch Way,,San Luis Obispo,CA,93405,,805-596-0857,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-9,35.249929,-120.689683,5/3/2023,35560,2024-01-31 22:07:01 UTC,P,,,4/15/2000,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,False,,,,,,,,MD,False,,6.0,79.0,11300.0,6079011300.0,113.0,Census Tract 113,G5020,S,10450074.0,404999.0,35.2643638,-120.6960711,4.19116848,6079011300.0,4.19116848,6079011300.0,0.41494226,7.0,0.0,6.0,79.0,San Luis Obispo County,11300.0,6079011300.0,113.0,Census Tract 113,10450064.0,405000.0,35.2661204,-120.6975015,6079011300.0,Rural,7298.0,,0.0,0.0,0.0, ,"$73,261 ",3.0,"$70,450 ","$105,600 ",75235.0,97.38%,Middle,20697.0828,-120.689683,35.249929,Los Angeles,0,0,Other,False
